"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NZL","GDP","TOT","USD_CAP","A","2012",32924.631878,
"NZL","GDP","TOT","USD_CAP","A","2013",36100.25209,
"NZL","GDP","TOT","USD_CAP","A","2014",37133.665007,
"NZL","GDP","TOT","USD_CAP","A","2015",37338.636255,
"NZL","GDP","TOT","USD_CAP","A","2016",39896.683502,
"NZL","GDP","TOT","USD_CAP","A","2017",42338.884063,
"NZL","GDP","TOT","USD_CAP","A","2018",44463.052653,"P"
"NZL","GDP","TOT","USD_CAP","A","2019",45163.302121,"E"
"NOR","GDP","TOT","USD_CAP","A","1970",3355.813812,
"NOR","GDP","TOT","USD_CAP","A","1971",3701.109536,
"NOR","GDP","TOT","USD_CAP","A","1972",4035.899187,
"NOR","GDP","TOT","USD_CAP","A","1973",4418.573927,
"NOR","GDP","TOT","USD_CAP","A","1974",4974.983514,
"NOR","GDP","TOT","USD_CAP","A","1975",5673.663433,
"NOR","GDP","TOT","USD_CAP","A","1976",6304.714575,
"NOR","GDP","TOT","USD_CAP","A","1977",6945.742677,
"NOR","GDP","TOT","USD_CAP","A","1978",7691.51911,
"NOR","GDP","TOT","USD_CAP","A","1979",8663.98066,
"NOR","GDP","TOT","USD_CAP","A","1980",9846.378,
"NOR","GDP","TOT","USD_CAP","A","1981",10912.931831,
"NOR","GDP","TOT","USD_CAP","A","1982",11572.090657,
"NOR","GDP","TOT","USD_CAP","A","1983",12463.712011,
"NOR","GDP","TOT","USD_CAP","A","1984",13655.241229,
"NOR","GDP","TOT","USD_CAP","A","1985",14822.841779,
"NOR","GDP","TOT","USD_CAP","A","1986",15679.744475,
"NOR","GDP","TOT","USD_CAP","A","1987",16271.056881,
"NOR","GDP","TOT","USD_CAP","A","1988",16714.172555,
"NOR","GDP","TOT","USD_CAP","A","1989",17475.036675,
"NOR","GDP","TOT","USD_CAP","A","1990",18418.515077,
"NOR","GDP","TOT","USD_CAP","A","1991",19532.041644,
"NOR","GDP","TOT","USD_CAP","A","1992",20575.358771,
"NOR","GDP","TOT","USD_CAP","A","1993",21531.537068,
"NOR","GDP","TOT","USD_CAP","A","1994",22969.897384,
"NOR","GDP","TOT","USD_CAP","A","1995",24302.784912,
"NOR","GDP","TOT","USD_CAP","A","1996",26761.785334,
"NOR","GDP","TOT","USD_CAP","A","1997",28599.706298,
"NOR","GDP","TOT","USD_CAP","A","1998",28188.202185,
"NOR","GDP","TOT","USD_CAP","A","1999",30554.45254,
"NOR","GDP","TOT","USD_CAP","A","2000",36952.282492,
"NOR","GDP","TOT","USD_CAP","A","2001",37778.5612,
"NOR","GDP","TOT","USD_CAP","A","2002",37981.68638,
"NOR","GDP","TOT","USD_CAP","A","2003",38552.708652,
"NOR","GDP","TOT","USD_CAP","A","2004",42513.853145,
"NOR","GDP","TOT","USD_CAP","A","2005",47800.540634,
"NOR","GDP","TOT","USD_CAP","A","2006",54084.291298,
"NOR","GDP","TOT","USD_CAP","A","2007",55864.469542,
"NOR","GDP","TOT","USD_CAP","A","2008",61719.343656,
"NOR","GDP","TOT","USD_CAP","A","2009",55401.83115,
"NOR","GDP","TOT","USD_CAP","A","2010",57966.866732,
"NOR","GDP","TOT","USD_CAP","A","2011",62077.845797,
"NOR","GDP","TOT","USD_CAP","A","2012",65349.216157,
"NOR","GDP","TOT","USD_CAP","A","2013",66956.285962,
"NOR","GDP","TOT","USD_CAP","A","2014",65895.667611,
"NOR","GDP","TOT","USD_CAP","A","2015",60352.716908,
"NOR","GDP","TOT","USD_CAP","A","2016",58923.240139,
"NOR","GDP","TOT","USD_CAP","A","2017",64254.892618,
"NOR","GDP","TOT","USD_CAP","A","2018",71909.299582,
"NOR","GDP","TOT","USD_CAP","A","2019",70381.790905,
"POL","GDP","TOT","USD_CAP","A","1990",6189.884554,"E"
"POL","GDP","TOT","USD_CAP","A","1991",5938.090567,"E"
"POL","GDP","TOT","USD_CAP","A","1992",6215.720629,"E"
"POL","GDP","TOT","USD_CAP","A","1993",6592.567191,"E"
"POL","GDP","TOT","USD_CAP","A","1994",7083.980212,"E"
"POL","GDP","TOT","USD_CAP","A","1995",7730.766465,
"POL","GDP","TOT","USD_CAP","A","1996",8330.054463,
"POL","GDP","TOT","USD_CAP","A","1997",9016.9551,
"POL","GDP","TOT","USD_CAP","A","1998",9581.409564,
"POL","GDP","TOT","USD_CAP","A","1999",10143.29528,
"POL","GDP","TOT","USD_CAP","A","2000",10677.49872,
"POL","GDP","TOT","USD_CAP","A","2001",11123.674779,
"POL","GDP","TOT","USD_CAP","A","2002",11803.761357,
"POL","GDP","TOT","USD_CAP","A","2003",12278.87403,
"POL","GDP","TOT","USD_CAP","A","2004",13343.390787,
"POL","GDP","TOT","USD_CAP","A","2005",13898.413011,
"POL","GDP","TOT","USD_CAP","A","2006",15135.749292,
"POL","GDP","TOT","USD_CAP","A","2007",16784.447639,
"POL","GDP","TOT","USD_CAP","A","2008",18308.038986,
"POL","GDP","TOT","USD_CAP","A","2009",19088.289016,
"POL","GDP","TOT","USD_CAP","A","2010",20828.986526,
"POL","GDP","TOT","USD_CAP","A","2011",22553.514215,
"POL","GDP","TOT","USD_CAP","A","2012",23455.560312,
"POL","GDP","TOT","USD_CAP","A","2013",24272.842559,
"POL","GDP","TOT","USD_CAP","A","2014",25162.875509,
"POL","GDP","TOT","USD_CAP","A","2015",26534.723216,
"POL","GDP","TOT","USD_CAP","A","2016",27985.340009,
"POL","GDP","TOT","USD_CAP","A","2017",29809.475756,
"POL","GDP","TOT","USD_CAP","A","2018",32611.366209,
"POL","GDP","TOT","USD_CAP","A","2019",34781.291291,
"PRT","GDP","TOT","USD_CAP","A","1970",2073.092005,"E"
"PRT","GDP","TOT","USD_CAP","A","1971",2343.050287,"E"
"PRT","GDP","TOT","USD_CAP","A","1972",2644.242868,"E"
"PRT","GDP","TOT","USD_CAP","A","1973",3100.468844,"E"
"PRT","GDP","TOT","USD_CAP","A","1974",3370.852496,"E"
"PRT","GDP","TOT","USD_CAP","A","1975",3391.628666,"E"
"PRT","GDP","TOT","USD_CAP","A","1976",3718.074974,"E"
"PRT","GDP","TOT","USD_CAP","A","1977",4126.241457,"E"
"PRT","GDP","TOT","USD_CAP","A","1978",4491.911969,"E"
"PRT","GDP","TOT","USD_CAP","A","1979",5084.116911,"E"
"PRT","GDP","TOT","USD_CAP","A","1980",5735.441684,"E"
"PRT","GDP","TOT","USD_CAP","A","1981",6325.32632,"E"
"PRT","GDP","TOT","USD_CAP","A","1982",6817.318657,"E"
"PRT","GDP","TOT","USD_CAP","A","1983",7041.525798,"E"
"PRT","GDP","TOT","USD_CAP","A","1984",7134.043761,"E"
"PRT","GDP","TOT","USD_CAP","A","1985",7549.644385,"E"
"PRT","GDP","TOT","USD_CAP","A","1986",8020.609753,"E"
"PRT","GDP","TOT","USD_CAP","A","1987",8758.273168,"E"
"PRT","GDP","TOT","USD_CAP","A","1988",9771.690896,"E"
"PRT","GDP","TOT","USD_CAP","A","1989",10842.526469,"E"
"PRT","GDP","TOT","USD_CAP","A","1990",11737.654939,"E"
"PRT","GDP","TOT","USD_CAP","A","1991",12700.582427,"E"
"PRT","GDP","TOT","USD_CAP","A","1992",13136.826692,"E"
"PRT","GDP","TOT","USD_CAP","A","1993",13158.63288,"E"
"PRT","GDP","TOT","USD_CAP","A","1994",13536.716477,"E"
"PRT","GDP","TOT","USD_CAP","A","1995",14371.63835,
"PRT","GDP","TOT","USD_CAP","A","1996",14885.045863,
"PRT","GDP","TOT","USD_CAP","A","1997",15783.166645,
"PRT","GDP","TOT","USD_CAP","A","1998",16686.37633,
"PRT","GDP","TOT","USD_CAP","A","1999",17718.199563,
"PRT","GDP","TOT","USD_CAP","A","2000",18884.873913,
"PRT","GDP","TOT","USD_CAP","A","2001",19533.387272,
"PRT","GDP","TOT","USD_CAP","A","2002",20356.721555,
"PRT","GDP","TOT","USD_CAP","A","2003",20829.642284,
"PRT","GDP","TOT","USD_CAP","A","2004",21459.954835,
"PRT","GDP","TOT","USD_CAP","A","2005",22725.351606,
"PRT","GDP","TOT","USD_CAP","A","2006",24649.676772,
"PRT","GDP","TOT","USD_CAP","A","2007",25701.787963,
"PRT","GDP","TOT","USD_CAP","A","2008",26665.771577,
"PRT","GDP","TOT","USD_CAP","A","2009",26478.491799,
"PRT","GDP","TOT","USD_CAP","A","2010",27282.766346,
"PRT","GDP","TOT","USD_CAP","A","2011",26769.42769,
"PRT","GDP","TOT","USD_CAP","A","2012",26438.140472,
"PRT","GDP","TOT","USD_CAP","A","2013",27936.006299,
"PRT","GDP","TOT","USD_CAP","A","2014",28742.313125,
"PRT","GDP","TOT","USD_CAP","A","2015",29660.845901,
"PRT","GDP","TOT","USD_CAP","A","2016",31607.610185,
"PRT","GDP","TOT","USD_CAP","A","2017",33150.218631,
"PRT","GDP","TOT","USD_CAP","A","2018",36034.254183,
"PRT","GDP","TOT","USD_CAP","A","2019",37856.227067,"P"
"SVK","GDP","TOT","USD_CAP","A","1992",7169.245892,"E"
"SVK","GDP","TOT","USD_CAP","A","1993",7453.365819,"E"
"SVK","GDP","TOT","USD_CAP","A","1994",8051.806328,"E"
"SVK","GDP","TOT","USD_CAP","A","1995",8674.313044,
"SVK","GDP","TOT","USD_CAP","A","1996",9383.845546,
"SVK","GDP","TOT","USD_CAP","A","1997",10082.278134,
"SVK","GDP","TOT","USD_CAP","A","1998",10621.950898,
"SVK","GDP","TOT","USD_CAP","A","1999",10714.989611,
"SVK","GDP","TOT","USD_CAP","A","2000",11356.253766,
"SVK","GDP","TOT","USD_CAP","A","2001",12389.813595,
"SVK","GDP","TOT","USD_CAP","A","2002",13307.878099,
"SVK","GDP","TOT","USD_CAP","A","2003",14150.806452,
"SVK","GDP","TOT","USD_CAP","A","2004",15185.209483,
"SVK","GDP","TOT","USD_CAP","A","2005",16595.261602,
"SVK","GDP","TOT","USD_CAP","A","2006",18826.142072,
"SVK","GDP","TOT","USD_CAP","A","2007",21110.422832,
"SVK","GDP","TOT","USD_CAP","A","2008",23608.977522,
"SVK","GDP","TOT","USD_CAP","A","2009",22963.908847,
"SVK","GDP","TOT","USD_CAP","A","2010",25030.420998,
"SVK","GDP","TOT","USD_CAP","A","2011",26084.105497,
"SVK","GDP","TOT","USD_CAP","A","2012",26973.791217,
"SVK","GDP","TOT","USD_CAP","A","2013",28004.527785,
"SVK","GDP","TOT","USD_CAP","A","2014",28997.375683,
"SVK","GDP","TOT","USD_CAP","A","2015",29927.681435,
"SVK","GDP","TOT","USD_CAP","A","2016",29659.331169,
"SVK","GDP","TOT","USD_CAP","A","2017",30194.101459,
"SVK","GDP","TOT","USD_CAP","A","2018",32557.961239,
"SVK","GDP","TOT","USD_CAP","A","2019",33520.991733,
"ESP","GDP","TOT","USD_CAP","A","1970",2762.124032,"E"
"ESP","GDP","TOT","USD_CAP","A","1971",3009.182348,"E"
"ESP","GDP","TOT","USD_CAP","A","1972",3364.792619,"E"
"ESP","GDP","TOT","USD_CAP","A","1973",3791.31674,"E"
"ESP","GDP","TOT","USD_CAP","A","1974",4322.831589,"E"
"ESP","GDP","TOT","USD_CAP","A","1975",4699.641568,"E"
"ESP","GDP","TOT","USD_CAP","A","1976",5061.944902,"E"
"ESP","GDP","TOT","USD_CAP","A","1977",5463.701431,"E"
"ESP","GDP","TOT","USD_CAP","A","1978",5867.257088,"E"
"ESP","GDP","TOT","USD_CAP","A","1979",6300.149572,"E"
"ESP","GDP","TOT","USD_CAP","A","1980",6945.722607,"E"
"ESP","GDP","TOT","USD_CAP","A","1981",7546.39467,"E"
"ESP","GDP","TOT","USD_CAP","A","1982",8069.100099,"E"
"ESP","GDP","TOT","USD_CAP","A","1983",8493.507242,"E"
"ESP","GDP","TOT","USD_CAP","A","1984",8920.47753,"E"
"ESP","GDP","TOT","USD_CAP","A","1985",9381.657803,"E"
"ESP","GDP","TOT","USD_CAP","A","1986",9851.954833,"E"
"ESP","GDP","TOT","USD_CAP","A","1987",10629.352819,"E"
"ESP","GDP","TOT","USD_CAP","A","1988",11539.501349,"E"
"ESP","GDP","TOT","USD_CAP","A","1989",12546.436794,"E"
"ESP","GDP","TOT","USD_CAP","A","1990",13487.767571,"E"
"ESP","GDP","TOT","USD_CAP","A","1991",14273.58899,"E"
"ESP","GDP","TOT","USD_CAP","A","1992",14700.155139,"E"
"ESP","GDP","TOT","USD_CAP","A","1993",14860.725586,"E"
"ESP","GDP","TOT","USD_CAP","A","1994",15511.967914,"E"
"ESP","GDP","TOT","USD_CAP","A","1995",16250.412881,
"ESP","GDP","TOT","USD_CAP","A","1996",16940.421217,
"ESP","GDP","TOT","USD_CAP","A","1997",17909.831943,
"ESP","GDP","TOT","USD_CAP","A","1998",19100.328227,
"ESP","GDP","TOT","USD_CAP","A","1999",19962.792109,
"ESP","GDP","TOT","USD_CAP","A","2000",21600.822324,
"ESP","GDP","TOT","USD_CAP","A","2001",23006.611474,
"ESP","GDP","TOT","USD_CAP","A","2002",24376.32871,
"ESP","GDP","TOT","USD_CAP","A","2003",25015.219073,
"ESP","GDP","TOT","USD_CAP","A","2004",26160.194832,
"ESP","GDP","TOT","USD_CAP","A","2005",27600.937175,
"ESP","GDP","TOT","USD_CAP","A","2006",30704.576922,
"ESP","GDP","TOT","USD_CAP","A","2007",32423.53222,
"ESP","GDP","TOT","USD_CAP","A","2008",33242.245427,
"ESP","GDP","TOT","USD_CAP","A","2009",32112.818687,
"ESP","GDP","TOT","USD_CAP","A","2010",31716.709735,
"ESP","GDP","TOT","USD_CAP","A","2011",31872.363088,
"ESP","GDP","TOT","USD_CAP","A","2012",31724.631513,
"ESP","GDP","TOT","USD_CAP","A","2013",32452.659676,
"ESP","GDP","TOT","USD_CAP","A","2014",33544.352014,
"ESP","GDP","TOT","USD_CAP","A","2015",34929.20969,
"ESP","GDP","TOT","USD_CAP","A","2016",37313.634913,
"ESP","GDP","TOT","USD_CAP","A","2017",39706.576006,
"ESP","GDP","TOT","USD_CAP","A","2018",42067.248749,"P"
"ESP","GDP","TOT","USD_CAP","A","2019",43470.590259,"P"
"SWE","GDP","TOT","USD_CAP","A","1970",4893.815187,"E"
"SWE","GDP","TOT","USD_CAP","A","1971",5155.210325,"E"
"SWE","GDP","TOT","USD_CAP","A","1972",5484.891968,"E"
"SWE","GDP","TOT","USD_CAP","A","1973",6003.935438,"E"
"SWE","GDP","TOT","USD_CAP","A","1974",6733.64628,"E"
"SWE","GDP","TOT","USD_CAP","A","1975",7516.629861,"E"
"SWE","GDP","TOT","USD_CAP","A","1976",7984.968148,"E"
"SWE","GDP","TOT","USD_CAP","A","1977",8316.389382,"E"
"SWE","GDP","TOT","USD_CAP","A","1978",9030.993,"E"
"SWE","GDP","TOT","USD_CAP","A","1979",10132.555006,"E"
"SWE","GDP","TOT","USD_CAP","A","1980",11214.009453,"E"
"SWE","GDP","TOT","USD_CAP","A","1981",12316.109384,"E"
"SWE","GDP","TOT","USD_CAP","A","1982",13232.361929,"E"
"SWE","GDP","TOT","USD_CAP","A","1983",14005.264108,"E"
"SWE","GDP","TOT","USD_CAP","A","1984",15109.749874,"E"
"SWE","GDP","TOT","USD_CAP","A","1985",15899.54517,"E"
"SWE","GDP","TOT","USD_CAP","A","1986",16616.471229,"E"
"SWE","GDP","TOT","USD_CAP","A","1987",17539.706487,"E"
"SWE","GDP","TOT","USD_CAP","A","1988",18539.201291,"E"
"SWE","GDP","TOT","USD_CAP","A","1989",19644.741416,"E"
"SWE","GDP","TOT","USD_CAP","A","1990",20375.572579,"E"
"SWE","GDP","TOT","USD_CAP","A","1991",20683.070544,"E"
"SWE","GDP","TOT","USD_CAP","A","1992",20786.300876,"E"
"SWE","GDP","TOT","USD_CAP","A","1993",20718.06961,
"SWE","GDP","TOT","USD_CAP","A","1994",21836.544499,
"SWE","GDP","TOT","USD_CAP","A","1995",23050.467255,
"SWE","GDP","TOT","USD_CAP","A","1996",23875.251836,
"SWE","GDP","TOT","USD_CAP","A","1997",24797.075531,
"SWE","GDP","TOT","USD_CAP","A","1998",25886.713848,
"SWE","GDP","TOT","USD_CAP","A","1999",27471.476497,
"SWE","GDP","TOT","USD_CAP","A","2000",29631.192149,
"SWE","GDP","TOT","USD_CAP","A","2001",29940.410211,
"SWE","GDP","TOT","USD_CAP","A","2002",30926.361002,
"SWE","GDP","TOT","USD_CAP","A","2003",31782.177947,
"SWE","GDP","TOT","USD_CAP","A","2004",33830.671978,
"SWE","GDP","TOT","USD_CAP","A","2005",34244.359285,
"SWE","GDP","TOT","USD_CAP","A","2006",37679.716019,
"SWE","GDP","TOT","USD_CAP","A","2007",40855.465147,
"SWE","GDP","TOT","USD_CAP","A","2008",42158.465614,
"SWE","GDP","TOT","USD_CAP","A","2009",40309.177594,
"SWE","GDP","TOT","USD_CAP","A","2010",42256.280065,
"SWE","GDP","TOT","USD_CAP","A","2011",44608.643898,
"SWE","GDP","TOT","USD_CAP","A","2012",45432.306926,
"SWE","GDP","TOT","USD_CAP","A","2013",46312.293685,
"SWE","GDP","TOT","USD_CAP","A","2014",47184.719403,
"SWE","GDP","TOT","USD_CAP","A","2015",49103.0618,
"SWE","GDP","TOT","USD_CAP","A","2016",50430.174559,
"SWE","GDP","TOT","USD_CAP","A","2017",52113.823276,
"SWE","GDP","TOT","USD_CAP","A","2018",55243.370018,
"SWE","GDP","TOT","USD_CAP","A","2019",56701.10903,
"CHE","GDP","TOT","USD_CAP","A","1970",7352.590981,"E"
"CHE","GDP","TOT","USD_CAP","A","1971",7943.444128,"E"
"CHE","GDP","TOT","USD_CAP","A","1972",8474.452977,"E"
"CHE","GDP","TOT","USD_CAP","A","1973",9154.590298,"E"
"CHE","GDP","TOT","USD_CAP","A","1974",10094.01934,"E"
"CHE","GDP","TOT","USD_CAP","A","1975",10315.907729,"E"
"CHE","GDP","TOT","USD_CAP","A","1976",10849.818107,"E"
"CHE","GDP","TOT","USD_CAP","A","1977",11835.972114,"E"
"CHE","GDP","TOT","USD_CAP","A","1978",12687.890852,"E"
"CHE","GDP","TOT","USD_CAP","A","1979",14042.383413,"E"
"CHE","GDP","TOT","USD_CAP","A","1980",15929.183578,
"CHE","GDP","TOT","USD_CAP","A","1981",17594.57318,
"CHE","GDP","TOT","USD_CAP","A","1982",18328.456515,
"CHE","GDP","TOT","USD_CAP","A","1983",19124.479332,
"CHE","GDP","TOT","USD_CAP","A","1984",20337.837798,
"CHE","GDP","TOT","USD_CAP","A","1985",21657.970363,
"CHE","GDP","TOT","USD_CAP","A","1986",22369.12822,
"CHE","GDP","TOT","USD_CAP","A","1987",23123.559684,
"CHE","GDP","TOT","USD_CAP","A","1988",24529.212684,
"CHE","GDP","TOT","USD_CAP","A","1989",26391.050813,
"CHE","GDP","TOT","USD_CAP","A","1990",28079.152261,
"CHE","GDP","TOT","USD_CAP","A","1991",28412.498675,
"CHE","GDP","TOT","USD_CAP","A","1992",28783.68748,
"CHE","GDP","TOT","USD_CAP","A","1993",29235.834228,
"CHE","GDP","TOT","USD_CAP","A","1994",30033.037612,
"CHE","GDP","TOT","USD_CAP","A","1995",30536.803521,
"CHE","GDP","TOT","USD_CAP","A","1996",31199.440585,
"CHE","GDP","TOT","USD_CAP","A","1997",32466.226299,
"CHE","GDP","TOT","USD_CAP","A","1998",33588.300634,
"CHE","GDP","TOT","USD_CAP","A","1999",34476.513265,
"CHE","GDP","TOT","USD_CAP","A","2000",36441.969934,
"CHE","GDP","TOT","USD_CAP","A","2001",37608.082988,
"CHE","GDP","TOT","USD_CAP","A","2002",38519.185231,
"CHE","GDP","TOT","USD_CAP","A","2003",38511.974614,
"CHE","GDP","TOT","USD_CAP","A","2004",40011.303647,
"CHE","GDP","TOT","USD_CAP","A","2005",41467.497321,
"CHE","GDP","TOT","USD_CAP","A","2006",46129.811162,
"CHE","GDP","TOT","USD_CAP","A","2007",50804.677376,
"CHE","GDP","TOT","USD_CAP","A","2008",53784.37338,
"CHE","GDP","TOT","USD_CAP","A","2009",53150.627259,
"CHE","GDP","TOT","USD_CAP","A","2010",54809.791037,
"CHE","GDP","TOT","USD_CAP","A","2011",57987.486864,
"CHE","GDP","TOT","USD_CAP","A","2012",59933.617056,
"CHE","GDP","TOT","USD_CAP","A","2013",62225.11235,
"CHE","GDP","TOT","USD_CAP","A","2014",64103.009758,
"CHE","GDP","TOT","USD_CAP","A","2015",66020.20952,
"CHE","GDP","TOT","USD_CAP","A","2016",68105.138178,
"CHE","GDP","TOT","USD_CAP","A","2017",69324.22951,
"CHE","GDP","TOT","USD_CAP","A","2018",73968.515861,
"CHE","GDP","TOT","USD_CAP","A","2019",75294.810274,
"TUR","GDP","TOT","USD_CAP","A","1970",1769.230486,"E"
"TUR","GDP","TOT","USD_CAP","A","1971",1923.667655,"E"
"TUR","GDP","TOT","USD_CAP","A","1972",2100.934017,"E"
"TUR","GDP","TOT","USD_CAP","A","1973",2236.25429,"E"
"TUR","GDP","TOT","USD_CAP","A","1974",2504.519159,"E"
"TUR","GDP","TOT","USD_CAP","A","1975",2860.688822,"E"
"TUR","GDP","TOT","USD_CAP","A","1976",3257.871169,"E"
"TUR","GDP","TOT","USD_CAP","A","1977",3509.235519,"E"
"TUR","GDP","TOT","USD_CAP","A","1978",3735.396744,"E"
"TUR","GDP","TOT","USD_CAP","A","1979",3933.760334,"E"
"TUR","GDP","TOT","USD_CAP","A","1980",4098.941241,"E"
"TUR","GDP","TOT","USD_CAP","A","1981",4591.820931,"E"
"TUR","GDP","TOT","USD_CAP","A","1982",4924.210185,"E"
"TUR","GDP","TOT","USD_CAP","A","1983",5238.967481,"E"
"TUR","GDP","TOT","USD_CAP","A","1984",5651.028845,"E"
"TUR","GDP","TOT","USD_CAP","A","1985",5927.581499,"E"
"TUR","GDP","TOT","USD_CAP","A","1986",6323.234446,"E"
"TUR","GDP","TOT","USD_CAP","A","1987",6973.681184,"E"
"TUR","GDP","TOT","USD_CAP","A","1988",7248.300816,"E"
"TUR","GDP","TOT","USD_CAP","A","1989",7422.801743,"E"
"TUR","GDP","TOT","USD_CAP","A","1990",8271.703637,"E"
"TUR","GDP","TOT","USD_CAP","A","1991",8486.712419,"E"
"TUR","GDP","TOT","USD_CAP","A","1992",9049.250022,"E"
"TUR","GDP","TOT","USD_CAP","A","1993",9848.432197,"E"
"TUR","GDP","TOT","USD_CAP","A","1994",9360.607017,"E"
"TUR","GDP","TOT","USD_CAP","A","1995",10086.596858,"E"
"TUR","GDP","TOT","USD_CAP","A","1996",10805.306222,"E"
"TUR","GDP","TOT","USD_CAP","A","1997",11646.861971,"E"
"TUR","GDP","TOT","USD_CAP","A","1998",8937.018414,
"TUR","GDP","TOT","USD_CAP","A","1999",8625.279388,
"TUR","GDP","TOT","USD_CAP","A","2000",9478.892226,
"TUR","GDP","TOT","USD_CAP","A","2001",9145.527684,
"TUR","GDP","TOT","USD_CAP","A","2002",9279.072677,
"TUR","GDP","TOT","USD_CAP","A","2003",9587.561223,
"TUR","GDP","TOT","USD_CAP","A","2004",10875.238229,
"TUR","GDP","TOT","USD_CAP","A","2005",11910.606724,
"TUR","GDP","TOT","USD_CAP","A","2006",13623.402879,
"TUR","GDP","TOT","USD_CAP","A","2007",14845.034672,
"TUR","GDP","TOT","USD_CAP","A","2008",16038.231645,
"TUR","GDP","TOT","USD_CAP","A","2009",15453.982835,
"TUR","GDP","TOT","USD_CAP","A","2010",17359.967189,
"TUR","GDP","TOT","USD_CAP","A","2011",19590.858369,
"TUR","GDP","TOT","USD_CAP","A","2012",20627.440729,
"TUR","GDP","TOT","USD_CAP","A","2013",22373.136543,
"TUR","GDP","TOT","USD_CAP","A","2014",24104.984583,
"TUR","GDP","TOT","USD_CAP","A","2015",25855.912681,
"TUR","GDP","TOT","USD_CAP","A","2016",26695.909373,
"TUR","GDP","TOT","USD_CAP","A","2017",28283.087602,
"TUR","GDP","TOT","USD_CAP","A","2018",29155.185099,
"TUR","GDP","TOT","USD_CAP","A","2019",28422.872447,
"GBR","GDP","TOT","USD_CAP","A","1960",2186.298678,
"GBR","GDP","TOT","USD_CAP","A","1961",2248.226997,
"GBR","GDP","TOT","USD_CAP","A","1962",2296.179887,
"GBR","GDP","TOT","USD_CAP","A","1963",2419.069763,
"GBR","GDP","TOT","USD_CAP","A","1964",2563.492244,
"GBR","GDP","TOT","USD_CAP","A","1965",2694.142395,
"GBR","GDP","TOT","USD_CAP","A","1966",2834.567525,
"GBR","GDP","TOT","USD_CAP","A","1967",2976.523362,
"GBR","GDP","TOT","USD_CAP","A","1968",3268.199673,
"GBR","GDP","TOT","USD_CAP","A","1969",3507.172729,
"GBR","GDP","TOT","USD_CAP","A","1970",3615.327765,
"GBR","GDP","TOT","USD_CAP","A","1971",3910.915593,
"GBR","GDP","TOT","USD_CAP","A","1972",4243.475883,
"GBR","GDP","TOT","USD_CAP","A","1973",4757.335779,
"GBR","GDP","TOT","USD_CAP","A","1974",5055.437619,
"GBR","GDP","TOT","USD_CAP","A","1975",5443.271915,
"GBR","GDP","TOT","USD_CAP","A","1976",5911.019173,
"GBR","GDP","TOT","USD_CAP","A","1977",6435.573045,
"GBR","GDP","TOT","USD_CAP","A","1978",7179.373697,
"GBR","GDP","TOT","USD_CAP","A","1979",8057.611187,
"GBR","GDP","TOT","USD_CAP","A","1980",8593.241431,
"GBR","GDP","TOT","USD_CAP","A","1981",9327.614892,
"GBR","GDP","TOT","USD_CAP","A","1982",10113.490919,
"GBR","GDP","TOT","USD_CAP","A","1983",10948.451642,
"GBR","GDP","TOT","USD_CAP","A","1984",11581.709222,
"GBR","GDP","TOT","USD_CAP","A","1985",12411.602555,
"GBR","GDP","TOT","USD_CAP","A","1986",13030.488521,
"GBR","GDP","TOT","USD_CAP","A","1987",14043.011795,
"GBR","GDP","TOT","USD_CAP","A","1988",15341.520958,
"GBR","GDP","TOT","USD_CAP","A","1989",16307.776278,
"GBR","GDP","TOT","USD_CAP","A","1990",16994.432559,
"GBR","GDP","TOT","USD_CAP","A","1991",17314.530887,
"GBR","GDP","TOT","USD_CAP","A","1992",17735.061764,
"GBR","GDP","TOT","USD_CAP","A","1993",18565.700177,
"GBR","GDP","TOT","USD_CAP","A","1994",19641.066966,
"GBR","GDP","TOT","USD_CAP","A","1995",20502.823096,
"GBR","GDP","TOT","USD_CAP","A","1996",21827.619484,
"GBR","GDP","TOT","USD_CAP","A","1997",23022.538715,
"GBR","GDP","TOT","USD_CAP","A","1998",23662.053382,
"GBR","GDP","TOT","USD_CAP","A","1999",24410.78842,
"GBR","GDP","TOT","USD_CAP","A","2000",26423.951157,
"GBR","GDP","TOT","USD_CAP","A","2001",27733.449638,
"GBR","GDP","TOT","USD_CAP","A","2002",28999.263599,
"GBR","GDP","TOT","USD_CAP","A","2003",30238.338666,
"GBR","GDP","TOT","USD_CAP","A","2004",31922.795895,
"GBR","GDP","TOT","USD_CAP","A","2005",32586.151002,
"GBR","GDP","TOT","USD_CAP","A","2006",34668.80413,
"GBR","GDP","TOT","USD_CAP","A","2007",35507.373473,
"GBR","GDP","TOT","USD_CAP","A","2008",36634.610738,
"GBR","GDP","TOT","USD_CAP","A","2009",35052.174843,
"GBR","GDP","TOT","USD_CAP","A","2010",36468.172567,
"GBR","GDP","TOT","USD_CAP","A","2011",37154.162977,
"GBR","GDP","TOT","USD_CAP","A","2012",38296.701025,
"GBR","GDP","TOT","USD_CAP","A","2013",39945.104528,
"GBR","GDP","TOT","USD_CAP","A","2014",41292.491286,
"GBR","GDP","TOT","USD_CAP","A","2015",42571.653412,
"GBR","GDP","TOT","USD_CAP","A","2016",44125.534988,
"GBR","GDP","TOT","USD_CAP","A","2017",45903.892036,
"GBR","GDP","TOT","USD_CAP","A","2018",48651.565787,
